Material compositions,main_element,Trg,Density_composition_average,IsBoron_composition_average,IsDBlock_composition_average,IsTransitionMetal_composition_average,NdValence_composition_average,NValance_composition_average,HeatVaporization_max_value,BoilingT_difference,HeatVaporization_difference,MeltingT_difference,NdValence_difference,NsUnfilled_difference,valence_difference,Site1_Density,Site1_HeatCapacityMass,Site1_HeatFusion,Site1_IsDBlock,Site1_IsTransitionMetal,Site1_NdValence,Site1_SpecificHeatCapacity
Zr47Cu45Al8,Zr,0.586,0.362627855,0.045876361,0.780178282,0.780178282,0.511307282,0.184321636,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr47Cu49Al4,Cu,0.585,0.479217959,-0.269861801,0.905030175,0.905030175,0.706878715,0.317319084,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu34Pd2Ag8Al8,Zr,0.613,0.43927835,0.045876361,0.780178282,0.780178282,0.472192996,0.146916104,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu36Ag8Al8,Zr,0.604,0.41019643,0.045876361,0.780178282,0.780178282,0.472192996,0.155228444,0.56391502,0.544521314,0.505747776,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu37Al7Ag8,Zr,0.62,0.439343956,-0.033058179,0.811391255,0.811391255,0.521085854,0.188477806,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu40Al7Ag5,Zr,0.624,0.417272437,-0.033058179,0.811391255,0.811391255,0.521085854,0.188477806,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu42Al7Ag3,Zr,0.617,0.402558091,-0.033058179,0.811391255,0.811391255,0.521085854,0.188477806,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu43Al7Ag2,Zr,0.608,0.395200918,-0.033058179,0.811391255,0.811391255,0.521085854,0.188477806,0.56391502,0.544521314,0.505747776,0.23007105,-1.654387503,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Cu46Al6,Zr,0.592,0.409634098,-0.11199272,0.842604228,0.842604228,0.569978712,0.221727168,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Nb8Cu12Fe8Be24,Zr,0.614,-0.263177026,-0.585599963,0.280770708,0.280770708,-0.7012356,-0.775753693,1.222782177,0.577448758,0.884211383,0.53546199,1.005911258,0.85784908,2.274041495,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr48Nb8Cu14Ni12Be18,Zr,0.612,-0.025798075,-0.585599963,0.468048548,0.468048548,-0.368764165,-0.501446456,1.222782177,0.577448758,0.884211383,0.53546199,1.005911258,0.85784908,1.269272405,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr49Cu44Al7,Zr,0.595,0.369197763,-0.033058179,0.811391255,0.811391255,0.481971568,0.159384615,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr49Cu45Al6,Zr,0.593,0.398345289,-0.11199272,0.842604228,0.842604228,0.530864426,0.192633977,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr49Cu46Al5,Zr,0.587,0.427492815,-0.19092726,0.873817202,0.873817202,0.579757284,0.225883339,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr49Cu47Al4,Zr,0.577,0.456640341,-0.269861801,0.905030175,0.905030175,0.628650142,0.259132701,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu36Al14,Zr,0.609,0.153876273,0.519483604,0.592900442,0.592900442,0.100607274,-0.102454112,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu38Ag12,Zr,0.559,0.650227712,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu38Al12,Zr,0.617,0.212171325,0.361614523,0.655326388,0.655326388,0.19839299,-0.035955387,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu40Ag10,Zr,0.567,0.635513366,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu40Al10,Zr,0.607,0.270466377,0.203745442,0.717752335,0.717752335,0.296178707,0.030543337,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu43Ag7,Zr,0.571,0.613441847,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu43Al7,Zr,0.595,0.357908955,-0.033058179,0.811391255,0.811391255,0.442857281,0.130291423,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu45Ag5,Zr,0.563,0.598727501,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr50Cu48Ag2,Zr,0.56,0.576655982,-0.585599963,1.029882069,1.029882069,0.785107288,0.363036957,0.56391502,0.544521314,0.505747776,-0.23559993,0.473851506,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr51Cu20.7Ni12Al16.3,Zr,0.638,0.074873356,0.701033047,0.521110603,0.521110603,-0.168303446,-0.257894879,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr52.5Cu17.9Ni14.5Al10Ti5,Zr,0.606,0.137040893,0.204535578,0.717439893,0.717439893,-0.141850403,-0.249987755,0.56391502,0.109147336,0.220140354,0.23007105,0.473851506,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr52Cu38Al10,Zr,0.597,0.247888759,0.203745442,0.717752335,0.717752335,0.217950133,-0.027643047,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr53Al14Ni10Cu19Y4,Zr,0.625,0.03607247,0.519483604,0.592900442,0.592900442,-0.290535592,-0.364292838,0.56391502,0.109147336,0.220140354,0.23007105,0.739881382,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr54Al15Ni10Cu19Y2,Zr,0.642,0.037323658,0.598418145,0.561687468,0.561687468,-0.290535592,-0.360136667,0.56391502,0.109147336,0.220140354,0.23007105,0.739881382,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr54Cu36Al10,Zr,0.594,0.225311142,0.203745442,0.717752335,0.717752335,0.13972156,-0.085829431,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr54Cu38Al8,Zr,0.582,0.283606194,0.045876361,0.780178282,0.780178282,0.237507277,-0.019330706,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr54Cu40Al6,Zr,0.563,0.341901246,-0.11199272,0.842604228,0.842604228,0.335292993,0.047168018,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr55Al20Co25,Zr,0.611,-0.079795975,0.993090847,0.405622601,0.405622601,-0.755017744,-0.655224755,0.56391502,0.109147336,0.220140354,0.23007105,-1.654387503,-1.16570621,-0.740265774,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr55Cu35Al10,Zr,0.601,0.214022333,0.203745442,0.717752335,0.717752335,0.100607274,-0.114922622,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr56Cu36Al8,Zr,0.565,0.261028576,0.045876361,0.780178282,0.780178282,0.159278704,-0.07751709,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr57Nb5Cu15.4Ni12.6Al10,Zr,0.604,0.182535507,0.203745442,0.717752335,0.717752335,-0.247509876,-0.350161859,1.222782177,0.517691545,0.928293186,1.190886249,1.005911258,0.85784908,1.269272405,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr57Ti5Al10Cu20Ni8,Zr,0.591,0.087596111,0.203745442,0.717752335,0.717752335,-0.251421305,-0.351824327,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr58.5Nb2.8Cu15.6Ni12.8Al10.3,Zr,0.605,0.160455085,0.227425804,0.708388443,0.708388443,-0.258266305,-0.349746242,1.222782177,0.517691545,0.928293186,1.190886249,1.005911258,0.85784908,1.269272405,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr58Cu36Al6,Zr,0.539,0.296746011,-0.11199272,0.842604228,0.842604228,0.178835847,-0.069204749,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr60Cu30Al10,Zr,0.583,0.15757829,0.203745442,0.717752335,0.717752335,-0.094964159,-0.260388581,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr60Cu40Al10,Zr,0.629,0.245651361,0.131986769,0.746127765,0.746127765,0.162834548,-0.071471751,0.56391502,0.109147336,0.220140354,0.23007105,1.005911258,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr63.8Al11.4Ni17.2Cu7.6,Zr,0.582,0.07290707,0.314253799,0.674054172,0.674054172,-0.480239881,-0.488977945,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr64.5Al9.2Ni13.2Cu13.1,Zr,0.578,0.129354394,0.14059781,0.742722714,0.742722714,-0.360941307,-0.419569902,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr64.8Al8.3Ni11.4Cu15.5,Zr,0.571,0.152301744,0.069556723,0.77081439,0.77081439,-0.311070592,-0.390892327,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr65.3Al6.5Ni8.2Cu20,Zr,0.539,0.199302833,-0.07252545,0.826997742,0.826997742,-0.211329161,-0.332290327,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr65.5Al5.6Ni6.5Cu22.4,Zr,0.52,0.223373441,-0.143566536,0.855089418,0.855089418,-0.158524874,-0.30111905,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr65Al7.5Cu17.5Ni10,Zr,0.562,0.17344073,0.006409091,0.795784768,0.795784768,-0.266089162,-0.364292838,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr65Be35,Zr,0.503,-0.767293328,-0.585599963,-0.062571999,-0.062571999,-1.512857046,-1.38255455,0.56391502,0.168904549,0.176058551,-0.737741725,-1.122327751,-1.16570621,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr66Al8Cu12Ni14,Zr,0.559,0.147353225,0.045876361,0.780178282,0.780178282,-0.368764165,-0.426635391,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr66Al8Cu7Ni19,Zr,0.552,0.147072059,0.045876361,0.780178282,0.780178282,-0.417657023,-0.447416243,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr66Al8Ni26,Zr,0.537,0.146678427,0.045876361,0.780178282,0.780178282,-0.486107024,-0.476509434,0.56391502,0.109147336,0.220140354,0.23007105,-1.654387503,-1.16570621,-0.740265774,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
Zr66Al9Cu16Ni9,Zr,0.561,0.118486865,0.124810902,0.748965308,0.748965308,-0.368764165,-0.439103902,0.56391502,0.109147336,0.220140354,0.23007105,-1.122327751,0.85784908,0.264503316,-0.047883966,-0.727979133,1.682120134,0.718013956,0.718013956,-0.621547376,-0.725923608
